"gene_symbol","geneid","ensemblid","geneNcbiType","geneDSI","geneDPI","genepLI","uniprotids","protein_classid","protein_class_name","disease_name","diseaseType","diseaseUMLSCUI","diseaseClasses_MSH","diseaseClasses_UMLS_ST","diseaseClasses_DO","diseaseClasses_HPO","source","associationType","text","sentence","pmYear","score","chemsInSentence","reference_type","reference","ancestry_name","ancestry_id","chemical_effect","polarity"
"UGT1A10",54575,"ENSG00000242515","protein-coding",0.624,0.652,1.6232e-17,"Q9HAW8","","","Lucey-Driscoll syndrome (disorder)","[disease]","C0270210","Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16) | Nutritional and Metabolic Diseases (C18) | Pathological Conditions, Signs and Symptoms (C23)","Disease or Syndrome (T047)","","","CLINVAR","CausalMutation","UGT1A1 sequence variants associated with risk of adult hyperbilirubinemia: a quantitative analysis.","UGT1A1 sequence variants associated with risk of adult hyperbilirubinemia: a quantitative analysis.",2014,0.4,NA,"PMID","25200497","","",NA,NA
"UGT1A10",54575,"ENSG00000242515","protein-coding",0.624,0.652,1.6232e-17,"Q9HAW8","","","Lucey-Driscoll syndrome (disorder)","[disease]","C0270210","Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16) | Nutritional and Metabolic Diseases (C18) | Pathological Conditions, Signs and Symptoms (C23)","Disease or Syndrome (T047)","","","CLINVAR","CausalMutation","Hyperbilirubinemia in homozygous HbE disease is associated with the UGT1A1 gene polymorphism.","Hyperbilirubinemia in homozygous HbE disease is associated with the UGT1A1 gene polymorphism.",2005,0.4,NA,"PMID","16114182","","",NA,NA
"UGT1A10",54575,"ENSG00000242515","protein-coding",0.624,0.652,1.6232e-17,"Q9HAW8","","","Lucey-Driscoll syndrome (disorder)","[disease]","C0270210","Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16) | Nutritional and Metabolic Diseases (C18) | Pathological Conditions, Signs and Symptoms (C23)","Disease or Syndrome (T047)","","","CLINVAR","GeneticVariation","Identification of a defect in the UGT1A1 gene promoter and its association with hyperbilirubinemia.","Identification of a defect in the UGT1A1 gene promoter and its association with hyperbilirubinemia.",2002,0.4,NA,"PMID","11906189","","",NA,NA
"UGT1A10",54575,"ENSG00000242515","protein-coding",0.624,0.652,1.6232e-17,"Q9HAW8","","","Lucey-Driscoll syndrome (disorder)","[disease]","C0270210","Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16) | Nutritional and Metabolic Diseases (C18) | Pathological Conditions, Signs and Symptoms (C23)","Disease or Syndrome (T047)","","","CLINVAR","CausalMutation","211 G to a variation of UDP-glucuronosyl transferase 1A1 gene and neonatal breastfeeding jaundice.","211 G to a variation of UDP-glucuronosyl transferase 1A1 gene and neonatal breastfeeding jaundice.",2011,0.4,NA,"PMID","20975617","","",NA,NA
"UGT1A10",54575,"ENSG00000242515","protein-coding",0.624,0.652,1.6232e-17,"Q9HAW8","","","Lucey-Driscoll syndrome (disorder)","[disease]","C0270210","Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16) | Nutritional and Metabolic Diseases (C18) | Pathological Conditions, Signs and Symptoms (C23)","Disease or Syndrome (T047)","","","CLINVAR","CausalMutation","UDP-glucuronosyltransferase 1 gene promoter polymorphism is associated with increased serum bilirubin levels and cholecystectomy in patients with sickle cell anemia.","UDP-glucuronosyltransferase 1 gene promoter polymorphism is associated with increased serum bilirubin levels and cholecystectomy in patients with sickle cell anemia.",2003,0.4,NA,"PMID","12859413","","",NA,NA
"UGT1A10",54575,"ENSG00000242515","protein-coding",0.624,0.652,1.6232e-17,"Q9HAW8","","","Lucey-Driscoll syndrome (disorder)","[disease]","C0270210","Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16) | Nutritional and Metabolic Diseases (C18) | Pathological Conditions, Signs and Symptoms (C23)","Disease or Syndrome (T047)","","","CLINVAR","CausalMutation","Pharmacogenetics and drug development: the path to safer and more effective drugs.","Pharmacogenetics and drug development: the path to safer and more effective drugs.",2004,0.4,NA,"PMID","15372086","","",NA,NA
"UGT1A8",54576,"ENSG00000242366","protein-coding",0.639,0.609,1.0698e-11,"Q9HAW9","","","Lucey-Driscoll syndrome (disorder)","[disease]","C0270210","Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16) | Nutritional and Metabolic Diseases (C18) | Pathological Conditions, Signs and Symptoms (C23)","Disease or Syndrome (T047)","","","CLINVAR","CausalMutation","The global distribution of length polymorphisms of the promoters of the glucuronosyltransferase 1 gene (UGT1A1): hematologic and evolutionary implications.","The global distribution of length polymorphisms of the promoters of the glucuronosyltransferase 1 gene (UGT1A1): hematologic and evolutionary implications.",2003,0.4,NA,"PMID","12850492","","",NA,NA
"UGT1A8",54576,"ENSG00000242366","protein-coding",0.639,0.609,1.0698e-11,"Q9HAW9","","","Lucey-Driscoll syndrome (disorder)","[disease]","C0270210","Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16) | Nutritional and Metabolic Diseases (C18) | Pathological Conditions, Signs and Symptoms (C23)","Disease or Syndrome (T047)","","","CLINVAR","CausalMutation","A case of anorexia nervosa with hyperbilirubinaemia in a patient homozygous for a mutation in the bilirubin UDP-glucuronosyltransferase gene.","A case of anorexia nervosa with hyperbilirubinaemia in a patient homozygous for a mutation in the bilirubin UDP-glucuronosyltransferase gene.",1999,0.4,NA,"PMID","10412811","","",NA,NA
"UGT1A8",54576,"ENSG00000242366","protein-coding",0.639,0.609,1.0698e-11,"Q9HAW9","","","Lucey-Driscoll syndrome (disorder)","[disease]","C0270210","Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16) | Nutritional and Metabolic Diseases (C18) | Pathological Conditions, Signs and Symptoms (C23)","Disease or Syndrome (T047)","","","CLINVAR","CausalMutation","Gilbert syndrome and glucose-6-phosphate dehydrogenase deficiency: a dose-dependent genetic interaction crucial to neonatal hyperbilirubinemia.","Gilbert syndrome and glucose-6-phosphate dehydrogenase deficiency: a dose-dependent genetic interaction crucial to neonatal hyperbilirubinemia.",1997,0.4,NA,"PMID","9342374","","",NA,NA
"UGT1A8",54576,"ENSG00000242366","protein-coding",0.639,0.609,1.0698e-11,"Q9HAW9","","","Lucey-Driscoll syndrome (disorder)","[disease]","C0270210","Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16) | Nutritional and Metabolic Diseases (C18) | Pathological Conditions, Signs and Symptoms (C23)","Disease or Syndrome (T047)","","","CLINVAR","GeneticVariation","Differences in frequencies of UGT1A9, 1A7, and 1A1 genetic polymorphisms in Chinese Tibetan versus Han Chinese populations.","Differences in frequencies of UGT1A9, 1A7, and 1A1 genetic polymorphisms in Chinese Tibetan versus Han Chinese populations.",2013,0.4,NA,"PMID","24390994","Han Chinese,Chinese,Tibetan","HANCESTRO:0027,HANCESTRO:0021,HANCESTRO:0582",NA,NA
"UGT1A8",54576,"ENSG00000242366","protein-coding",0.639,0.609,1.0698e-11,"Q9HAW9","","","Lucey-Driscoll syndrome (disorder)","[disease]","C0270210","Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16) | Nutritional and Metabolic Diseases (C18) | Pathological Conditions, Signs and Symptoms (C23)","Disease or Syndrome (T047)","","","CLINVAR","CausalMutation","Molecular diagnosis of a familial nonhemolytic hyperbilirubinemia (Gilbert's syndrome) in healthy subjects.","Molecular diagnosis of a familial nonhemolytic hyperbilirubinemia (Gilbert's syndrome) in healthy subjects.",2000,0.4,NA,"PMID","11003624","","",NA,NA
"UGT1A8",54576,"ENSG00000242366","protein-coding",0.639,0.609,1.0698e-11,"Q9HAW9","","","Lucey-Driscoll syndrome (disorder)","[disease]","C0270210","Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16) | Nutritional and Metabolic Diseases (C18) | Pathological Conditions, Signs and Symptoms (C23)","Disease or Syndrome (T047)","","","CLINVAR","CausalMutation","Prolonged unconjugated hyperbilirubinemia associated with breast milk and mutations of the bilirubin uridine diphosphate- glucuronosyltransferase gene.","Prolonged unconjugated hyperbilirubinemia associated with breast milk and mutations of the bilirubin uridine diphosphate- glucuronosyltransferase gene.",2000,0.4,NA,"PMID","11061796","","",NA,NA
"UGT1A8",54576,"ENSG00000242366","protein-coding",0.639,0.609,1.0698e-11,"Q9HAW9","","","Lucey-Driscoll syndrome (disorder)","[disease]","C0270210","Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16) | Nutritional and Metabolic Diseases (C18) | Pathological Conditions, Signs and Symptoms (C23)","Disease or Syndrome (T047)","","","CLINVAR","CausalMutation","Neonatal hyperbilirubinemia and mutation of the bilirubin uridine diphosphate-glucuronosyltransferase gene: a common missense mutation among Japanese, Koreans and Chinese.","Neonatal hyperbilirubinemia and mutation of the bilirubin uridine diphosphate-glucuronosyltransferase gene: a common missense mutation among Japanese, Koreans and Chinese.",1998,0.4,NA,"PMID","9784835","Japanese,Korean,Chinese","HANCESTRO:0019,HANCESTRO:0022,HANCESTRO:0021",NA,NA
"UGT1A8",54576,"ENSG00000242366","protein-coding",0.639,0.609,1.0698e-11,"Q9HAW9","","","Lucey-Driscoll syndrome (disorder)","[disease]","C0270210","Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16) | Nutritional and Metabolic Diseases (C18) | Pathological Conditions, Signs and Symptoms (C23)","Disease or Syndrome (T047)","","","CLINVAR","CausalMutation","Association of breast-fed neonatal hyperbilirubinemia with UGT1A1 polymorphisms: 211G>A (G71R) mutation becomes a risk factor under inadequate feeding.","Association of breast-fed neonatal hyperbilirubinemia with UGT1A1 polymorphisms: 211G>A (G71R) mutation becomes a risk factor under inadequate feeding.",2013,0.4,NA,"PMID","23014115","","",NA,NA
"UGT1A8",54576,"ENSG00000242366","protein-coding",0.639,0.609,1.0698e-11,"Q9HAW9","","","Lucey-Driscoll syndrome (disorder)","[disease]","C0270210","Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16) | Nutritional and Metabolic Diseases (C18) | Pathological Conditions, Signs and Symptoms (C23)","Disease or Syndrome (T047)","","","CLINVAR","GeneticVariation","UGT1A1 gene mutations and neonatal hyperbilirubinemia in Guangxi Heiyi Zhuang and Han populations.","UGT1A1 gene mutations and neonatal hyperbilirubinemia in Guangxi Heiyi Zhuang and Han populations.",2015,0.4,NA,"PMID","26200705","Han in China (HGDP)","HANCESTRO:0715",NA,NA
"UGT1A8",54576,"ENSG00000242366","protein-coding",0.639,0.609,1.0698e-11,"Q9HAW9","","","Lucey-Driscoll syndrome (disorder)","[disease]","C0270210","Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16) | Nutritional and Metabolic Diseases (C18) | Pathological Conditions, Signs and Symptoms (C23)","Disease or Syndrome (T047)","","","CLINVAR","CausalMutation","Gilbert's syndrome and hyperbilirubinaemia in ABO-incompatible neonates.","Gilbert's syndrome and hyperbilirubinaemia in ABO-incompatible neonates.",2000,0.4,NA,"PMID","10968441","","",NA,NA
"THSD7A",221981,"ENSG00000005108","protein-coding",0.555,0.826,0.011926,"Q9UPZ6","DTO_05007621","Extracellular structure","Mixed bipolar I disorder","[disease]","C0236780","Mental Disorders (F03)","Mental or Behavioral Dysfunction (T048)","disease of mental health (150)","","RGD_HUMAN","CausalOrContributing","Genome-wide association study identifies 30 loci associated with bipolar disorder.","Genome-wide association study identifies 30 loci associated with bipolar disorder.",2019,0.4,NA,"PMID","31043756","","",NA,NA
"LOX",4015,"ENSG00000113083","protein-coding",0.408,0.913,0.97953,"P28300","","","Rheumatic aortic regurgitation","[disease]","C0155568","Cardiovascular Diseases (C14) | Infections (C01)","Disease or Syndrome (T047)","disease of anatomical entity (7)","","RGD_HUMAN","CausalOrContributing","Usefulness of carvedilol in the treatment of chronic aortic valve regurgitation.","Usefulness of carvedilol in the treatment of chronic aortic valve regurgitation.",2011,0.4,NA,"PMID","21216836","","",NA,NA
"BCR",613,"ENSG00000186716","protein-coding",0.445,0.913,5.9807e-06,"P11274","DTO_05007584","Enzyme modulator","B-ALL with t(9;22)(q34.1;q11.2)","[disease]","C5680319","","Neoplastic Process (T191)","disease of anatomical entity (7) | disease of cellular proliferation (14566)","","ORPHANET","FusionGene","Simultaneous occurrence of ETV6-RUNX1 and BCR-ABL1 (e1a2) transcripts in a child with B-cell acute lymphoblastic leukemia.","Simultaneous occurrence of ETV6-RUNX1 and BCR-ABL1 (e1a2) transcripts in a child with B-cell acute lymphoblastic leukemia.",2013,0.4,NA,"PMID","23491079","","",NA,NA
"RETREG1",54463,"ENSG00000154153","protein-coding",0.581,0.696,3.7806e-05,"Q9H6L5","","","HSAN Type IV","[disease]","C0020074","Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16) | Nervous System Diseases (C10)","Disease or Syndrome (T047)","genetic disease (630) | disease of anatomical entity (7)","","RGD_HUMAN","CausalOrContributing","Mutations in FAM134B, encoding a newly identified Golgi protein, cause severe sensory and autonomic neuropathy.","Mutations in FAM134B, encoding a newly identified Golgi protein, cause severe sensory and autonomic neuropathy.",2009,0.4,NA,"PMID","19838196","","",NA,NA
"UGT1A8",54576,"ENSG00000242366","protein-coding",0.639,0.609,1.0698e-11,"Q9HAW9","","","Crigler Najjar syndrome, type 1","[disease]","C0010324","Nutritional and Metabolic Diseases (C18) | Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)","Disease or Syndrome (T047)","disease of metabolism (0014667) | genetic disease (630)","","CLINVAR","CausalMutation",NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA
"UGT1A8",54576,"ENSG00000242366","protein-coding",0.639,0.609,1.0698e-11,"Q9HAW9","","","Crigler Najjar syndrome, type 1","[disease]","C0010324","Nutritional and Metabolic Diseases (C18) | Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)","Disease or Syndrome (T047)","disease of metabolism (0014667) | genetic disease (630)","","CLINVAR","CausalMutation","Paternal isodisomy for chromosome 2 as the cause of Crigler-Najjar type I syndrome.","Paternal isodisomy for chromosome 2 as the cause of Crigler-Najjar type I syndrome.",2005,0.4,NA,"PMID","15586176","","",NA,NA
"UGT1A8",54576,"ENSG00000242366","protein-coding",0.639,0.609,1.0698e-11,"Q9HAW9","","","Crigler Najjar syndrome, type 1","[disease]","C0010324","Nutritional and Metabolic Diseases (C18) | Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)","Disease or Syndrome (T047)","disease of metabolism (0014667) | genetic disease (630)","","CLINVAR","CausalMutation","Identification of an A-to-G missense mutation in exon 2 of the UGT1 gene complex that causes Crigler-Najjar syndrome type 2.","Identification of an A-to-G missense mutation in exon 2 of the UGT1 gene complex that causes Crigler-Najjar syndrome type 2.",1993,0.4,NA,"PMID","8276413","","",NA,NA
"UGT1A8",54576,"ENSG00000242366","protein-coding",0.639,0.609,1.0698e-11,"Q9HAW9","","","Crigler Najjar syndrome, type 1","[disease]","C0010324","Nutritional and Metabolic Diseases (C18) | Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)","Disease or Syndrome (T047)","disease of metabolism (0014667) | genetic disease (630)","","CLINVAR","CausalMutation","A phenylalanine codon deletion at the UGT1 gene complex locus of a Crigler-Najjar type I patient generates a pH-sensitive bilirubin UDP-glucuronosyltransferase.","A phenylalanine codon deletion at the UGT1 gene complex locus of a Crigler-Najjar type I patient generates a pH-sensitive bilirubin UDP-glucuronosyltransferase.",1993,0.4,NA,"PMID","8226884","","",NA,NA
"UGT1A8",54576,"ENSG00000242366","protein-coding",0.639,0.609,1.0698e-11,"Q9HAW9","","","Crigler Najjar syndrome, type 1","[disease]","C0010324","Nutritional and Metabolic Diseases (C18) | Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)","Disease or Syndrome (T047)","disease of metabolism (0014667) | genetic disease (630)","","CLINVAR","CausalMutation","The cDNA sequence and expression of a variant 17 beta-hydroxysteroid UDP-glucuronosyltransferase.","The cDNA sequence and expression of a variant 17 beta-hydroxysteroid UDP-glucuronosyltransferase.",1990,0.4,NA,"PMID","1692835","","",NA,NA
"UGT1A8",54576,"ENSG00000242366","protein-coding",0.639,0.609,1.0698e-11,"Q9HAW9","","","Crigler Najjar syndrome, type 1","[disease]","C0010324","Nutritional and Metabolic Diseases (C18) | Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)","Disease or Syndrome (T047)","disease of metabolism (0014667) | genetic disease (630)","","CLINVAR","CausalMutation","Crigler-Najjar syndrome type I in Tunisia may be associated with a founder effect related to the Q357R mutation within the UGT1 gene.","Crigler-Najjar syndrome type I in Tunisia may be associated with a founder effect related to the Q357R mutation within the UGT1 gene.",2002,0.4,NA,"PMID","11968090","","",NA,NA
